key,value
1172, 文山煤礦公車站
1173, 深坑老街
1174, 金瓜石地質公園
1175, 大尖山登山步道
1176, 親情河濱公園
1177, 敢部隊指揮部碉堡遺址
1178, 幸福水漾公園
1179, 碧潭三橋
1180, 菁桐車站
1181, 洪志雄
1182, 媽祖田
1183, 翡翠茶園
1184, 鴨鴨地景藝術公園
1185, 土城第三市民農園
1186, 中和國民運動中心
1187, 觀音臺
1188, 日月民宿
1189, 幸運草地景溜滑梯
1190, 大埔硫磺溫泉商務旅舘
1191, 金山舊機場遺跡紀念碑
1192, 不厭亭
1193, 淡水八角樓
1194, 龍洞灣海洋公園
1195, 泰山體育園區
1196, 圓山窯
1197, 黑松三姊妹
1198, 烏來大飯店
1199, 護國吉祥寺
1200, 林口濱海步道
1201, 輕便路遊客中心
1202, 遠光打鐵店
1203, 金瓜石神社
1204, 樹林南寮福德宮冷泉
1205, 皇帝殿登山步道
1206, 蜜蜂世界
1207, 大板根森林遊樂區
1208, 獅公髻尾山
1209, 後山公園
1210, 九份明聖宮
1211, 橫山梯田
1212, 阿里磅瀑布
1213, 土城藝文館
1214, 粗石斛吊橋
1215, 萬里瑪鍊文化館
1216, 烏來溫泉
1217, 淡水日商中野宅
1218, 保坪宮
1219, 二格公園
1220, 虎寮潭渡假休閒山莊
1221, 瑞芳第一公有零售市場
1222, 百年石砌梯田
1223, 新山
1224, 板橋放送所
1225, 新十八王公廟
1226, 馬偕藝術銅像
1227, 開成殿
1228, 清水巖祖師廟
1229, 三峽興隆宮媽祖廟
1230, 百年石砌梯田-石門嵩山
1231, 汪汪地瓜園產業故事館
1232, 黃阿舍生態體驗農園
1233, 山城創作坊
1234, 新店光明街
1235, 平林休閒農場
1236, 后番子坑溪生態園區
1237, 雞籠山登山步道
1238, 八斗子火車站
1239, 花園新城
1240, 福隆海水浴場
1241, 哈盆越嶺古道
1242, 淡蘭古道石碇段
1243, 眼鏡洞瀑布
1244, 穿屋巷
1245, 板橋石雕公園
1246, 青龍嶺
1247, 卡拉模基
1248, 大崎嶺登山步道
1249, 金瓜寮茶香生態村
1250, 白雲登山步道
1251, 九陽文創
1252, 木屐寮農莊
1253, 坪林生態園區
1254, 野柳里登山步道
1255, 玉美人孕婦裝觀光工廠
1256, 天主教輔仁大學
1257, 湊合十八洞天
1258, 龍鳳巖登山步道
1259, 義天宮
1260, 芝蘭公園
1261, 荷花廣場
1262, 窯廠遺址
1263, 中和無極宮
1264, 富貴綠地公園
1265, 無極真元天壇
1266, 四腳亭砲台
1267, 觀日登山步道
1268, 陀彌天 紫竹林寺
1269, 義塚大墓公
1270, 坪林尾橋
1271, 民享公有零售市場
1272, 台灣農林熊空茶園
1273, 瑞芳火車站旅遊服務中心
1274, 青龍嶺與大同山
1275, 烘爐窯
1276, 浪漫公路
1277, 秀崎山登山步道
1278, 滬水一方
1279, 潮池
1280, 德興有機生態教育農場
1281, 五股濕地
1282, 汐止老街
1283, 逸仙山
1284, 滿月圓國家森林遊樂區
1285, 蘆洲廟口夜市
1286, 秀朗兒童超跑園區
1287, 紫東社區
1288, 石碇東街
1289, 柯應平
1290, 青山香草教育農園
1291, 永平公有零售市場
1292, 琉榔路觀光步道
1293, 許厝
1294, 三芝遊客中心及名人文物館
1295, 牧師樓
1296, 新山夢湖登山步道
1297, 五堵隧道自行車道
1298, 野柳登山步道
1299, 緣道觀音廟
1300, 龍洞四季灣
1301, 辭修公園
1302, 汪洋居古厝
1303, 協德宮
1304, 備內昭和礦坑
1305, 東勢公有零售市場
1306, 中正公有零售市場
1307, 烏來活力村
1308, 烏來瀑布 空中纜車
1309, 泰山公有零售市場
1310, 九份遊客中心
1311, 峰頭尖
1312, 樹林區原住民主題部落公園
1313, 猴硐車站
1314, 三峽清水祖師廟
1315, 淡水情人塔
1316, 圓山草堂
1317, 烏來遊客中心
1318, 深澳漁港
1319, 蘆洲清海宮
1320, 雙溪車站早市
1321, 開山凌雲寺
1322, 巨龍山莊
1323, 台陽礦業事務所
1324, 富基漁港
1325, 三貂嶺瀑布步道
1326, 鶯歌老街
1327, 漁光里步道
1328, 紅樹林自然保留區
1329, 中和三介廟
1330, 紅樹林生態教育館
1331, 國立臺灣圖書館
1332, 蘆洲廟口夜市
1333, 籟狸尖山登山步道
1334, 奇峰石溫泉山莊
1335, 多田榮吉故居
1336, 信賢吊橋
1337, 新莊福德祠
1338, 金山岩
1339, 江翠國中游泳池
1340, 三峽老街
1341, 遠望坑親水公園
1342, 開臺天后宮
1343, 龍洞岩場
1344, 愛皮嘻時尚文創工坊
1345, 新林登山步道
1346, 古煙囪
1347, 台灣原住民族企業社
1348, 富貴角公園
1349, 三峽染工坊暨三峽藍染中心
1350, 香草花源溫泉養生館
1351, 中和慈雲寺
1352, 安福宮
1353, 臺電核一廠
1354, 坪之鄉自然生態茶園
1355, 力行福德宮
1356, 道山宮
1357, 米靈岸音樂劇場
1358, 後埔公有零售市場
1359, 中山藝術公園
1360, 板橋國民運動中心
1361, 金山佛堂
1362, 茶鄉桂花農園
1363, 金山萬里自行車道
1364, 忠寮李氏古厝
1365, 舊草嶺隧道
1366, 戰俘營紀念碑
1367, 長安公有零售市場
1368, 興旺養蜂教育農園
1369, 新北市政府景觀瞭望台
1370, 慈皇宮
1371, 陽明山出霧會館
1372, 五指山風景區
1373, 新店溪自行車道
1374, 太極嶺
1375, 台灣農林大寮茶文館
1376, 楊三郎美術館
1377, 山之川溫泉餐坊
1378, 一間屋綠生活體驗園區
1379, 豎崎路
1380, TS MOTEL
1381, 白雞山登山步道
1382, 五股助順將軍廟
1383, 礦業老街
1384, 新莊運動公園
1385, 維格餅家鳳梨酥夢工廠
1386, 中和福和宮
1387, 中和霹靂宮
1388, 矽谷溫泉會館
1389, 三重社教館
1390, 三鶯龍窯橋
1391, 中和紫竹寺
1392, 三貂嶺車站
1393, 阿先小農田
1394, 寶纈禪寺
1395, 亞洛美精靈國度香氛觀光工廠
1396, 湯語双泉民宿
1397, 小川源溫泉館
1398, 板橋非常熱區
1399, 新店廣興有機市民農園
1400, 廣安宮
1401, 山佳車站
1402, 烘爐地南山福德宮
1403, 潤濟宮登山步道
1404, 頂泰山巖
1405, 板橋湳雅觀光夜市
1406, 烏來觀光台車
1407, 拔刀爾山登山步道
1408, 土城第一市民農園
1409, 三忠廟
1410, 鶯歌南雅路夜市
1411, 有馬溫泉MOTEL
1412, 新莊廣福宮
1413, 新北市滬尾防災宣導主題館
1414, 詹啟宏 
1415, 大香山慈音巖
1416, 福德水車公園生態園區
1417, 板橋後站商圈
1418, 南嶽
1419, 樹林客家藝文館
1420, 朱銘美術館
1421, 旗竿湖教育農場
1422, 滬尾砲臺公園
1423, 嶺腳車站
1424, 新店老街
1425, 星光橋
1426, 五股西雲寺
1427, 大粗坑古道
1428, 重新市集
1429, 八里
1430, 邱錫勳
1431, 溪瀧步道
1432, 泰雅巴萊部落村 
1433, 牧蜂農莊
1434, 扁屋
1435, 華翠大橋
1436, 和平街臨時攤販集中區
1437, 樂福卡丁小型賽車場
1438, 尖山湖步道
1439, 新莊第一公有零售市場
1440, 柑腳養生村
1441, 虎字碑
1442, 老榕樹與福源山
1443, 茶花莊
1444, 深坑集順廟
1445, 四角窟觀景台
1446, 慈玄寺
1447, 雙溪車站
1448, 啦卡賞鳥步道
1449, 新店溪陽光橋
1450, 新店區柴埕路60巷登山步道
1451, 迷你谷渡假民宿
1452, 林口亞太生態園區
1453, 東澳漁港
1454, 石碇集順廟
1455, 三峽八安大橋
1456, 中興街
1457, 樹梅坪
1458, 鹿角溪公園
1459, 淡水崎仔頂施家古厝
1460, 水尾景觀公園
1461, 東獅頭山
1462, 卡拉莫基步道
1463, 富基漁港魚產品銷售中心
1464, 西湖陶坊
1465, 猴硐一百階
1466, 金龍公有零售市場
1467, 石門洞
1468, 華新街
1469, 游景翔工作室
1470, 石媽祖古道
1471, 臺華窯臺灣風華館
1472, 虎豹潭
1473, 烏來風景區
1474, 八仙宮
1475, 八連溪休閒步道
1476, 金山慈護宮
1477, 中和東德宮
1478, 甘樂文創展演空間
1479, 土地公嶺古道
1480, 中和保慶宮
1481, 灣潭
1482, 狸和禾小穀倉
1483, 三和夜市
1484, 酋長文化歌舞劇場
1485, 海山神社殘蹟
1486, 天龍宮
1487, 水湳洞十三層遺址
1488, 九份商圈
1489, 觀音巖警報鐘亭
1490, 金瓜石地質公園 
1491, 白雲寺
1492, 萬里漁村生活館
1493, 
1494, 紅毛城園區
1495, 番婆林觀光花園
1496, 蘆洲李宅古蹟-李友邦將軍紀念館
1497, 胡達華釘畫工作室
1498, 浮洲藝術河濱公園
1499, 十分瀑布公園
1500, 二格山登山步道
1501, 樹林南寮福德宮
1502, 福山景觀橋
1503, 山宛然客家布袋戲團
1504, 八里文化公園露營區
1505, 雙溪打鐵舖
1506, 淡水漁業生活文化影像館
1507, 國際岩湯
1508, 淡江大學海事博物館
1509, 樹林國民運動中心
1510, 猴硐貓村
1511, 菁桐鐵道故事館
1512, 陶趣家馬賽克拼貼DIY工坊
1513, 石碇淡蘭藝文館
1514, 猴山岳登山步道
1515, 待老坑山
1516, 黃石公有零售市場
1517, 十分車站
1518, 北大特區藝術大道
1519, 新北大都會公園
1520, 意象陶坊
1521, 望古車站
1522, 十三層親水園區
1523, 蔡政杰
1524, 石門內尖山
1525, 東鶯故事小徑
1526, 卯澳石頭古厝建築
1527, 獅頭山登山步道
1528, 莊貢生古厝
1529, 淡水日本警官宿舍
1530, 大屯溪古道休閒農場
1531, 興福寮花卉綜合農場
1532, 瓊仔湖公園步道
1533, 石碇五路財神廟
1534, 鶯歌光點美學館
1535, 溪北公園
1536, 金瓜寮自行車道
1537, 重陽橋光雕
1538, 澳底漁港
1539, 山仔腳公園
1540, 南山觀音寺
1541, 大峭壁登山步道
1542, 桶後
1543, 中和廣濟宮
1544, 富福頂山寺
1545, 八里左岸自行車道
1546, 新莊水源地
1547, 靈鷲山無生道場
1548, 雙溪壽山宮
1549, 臺灣玩具博物館
1550, 新店中央公有零售市場
1551, 北海高爾夫球場
1552, 綠寶石陸橋
1553, 烏來妙心寺
1554, 瑞芳風景特定區
1555, 柑園里─林家古厝
1556, 萬里公有零售市場
1557, 响仁和鐘鼓廠
1558, 智成忠義宮
1559, 新月橋
1560, 靈泉寺
1561, 沐舍溫泉渡假酒店
1562, 反經石
1563, 水湳洞遊客中心
1564, 石門婚紗廣場
1565, 靜安吊橋
1566, 湳仔溝鐵馬驛站
1567, 嶺腳寮登山步道
1568, 青雲殿
1569, 接雲寺
1570, 鼻頭角步道
1571, 小金瓜露頭
1572, 草里漁港
1573, 烏來瀑布遊客中心
1574, 櫻木花道
1575, 鼻頭角燈塔
1576, 土城善息寺
1577, 瑞三礦業整煤廠
1578, 鶯歌車站
1579, 大華車站
1580, 長仁亭
1581, 淡水國民運動中心
1582, 恐龍園區
1583, 金湧泉溫泉會館
1584, 和美山登山步道
1585, 白水世界民宿
1586, 濟安宮
1587, 十八王公廟
1588, 新莊體育園區
1589, 萬里野柳臨時攤販集中場
1590, 軟橋段親水公園
1591, 三芝共榮社區
1592, 空軍三重一村
1593, 洪志勝
1594, 觀音巖旁八仙洞
1595, 新平溪煤礦博物館
1596, 親水廣場
1597, 金瓜寮魚蕨步道
1598,  泰山娃娃產業文化館
1599, 林口高爾夫球場
1600, 彭園 
1601, 阮的肉干產業概念館
1602, 新五泰國民運動中心
1603, 阿里磅生態農場
1604, 重新公有零售市場
1605, 翡翠水庫環境學習中心
1606, 興榖國小鄉土文物館
1607, 南山放生寺
1608, 下泰山巖
1609, 萬里仙境溫泉會館
1610, 內洞森林遊樂區
1611, 圓通禪寺
1612, 內溝山登山步道
1613, 蝙蝠洞
1614, 長福橋
1615, 瑞芳老街
1616, 樹林聖蹟亭
1617, 保慶宮至信賢步道
1618, 無緣之墓登山步道
1619, 承天禪寺步道
1620, 深澳鐵道自行車Railbike
1621, 皇后鎮森林
1622, 死囝仔窟
1623, 金瓜石朝日亭
1624, 青山瀑布
1625, 淡水禮拜堂
1626, 陰陽海
1627, 姜子寮絕壁登山步道
1628, 三峽金光明寺
1629, 神秘海岸
1630, 新山農場
1631, 王鼎時間科藝體驗館
1632, 萬金銘珠溫泉民宿
1633, 板橋第二運動場
1634, 金山寺
1635, 西靈巖寺
1636, 湳興公有零售市場
1637, 江翠礫間水岸公園
1638, 萊萊地質區
1639, 天上山系步道
1640, 菁桐老街
1641, 舊草嶺環狀自行車道
1642, 天上山系步道支線-賞桐步道
1643, 青龍嶺與三角埔頂山
1644, 三芝公有零售市場
1645, 風箏坪
1646, 芝柏藝術村
1647, 翁山英故居
1648, 小梅街道
1649, 福山部落
1650, 頂埔公有零售市場
1651, 野柳燈塔
1652, 三金焿子坪休閒旅館
1653, 平溪防空洞
1654, 九芎根親水公園
1655, 小粗坑生態綠廊
1656, 新店渡船頭
1657, 金城公園
1658, 富士坪古道
1659, 芑豐居
1660, 運煤橋
1661, 龍泉溪系步道
1662, 楊淑妮
1663, 永和仁愛公園
1664, 水柳角68
1665, 華江人工濕地
1666, 
1667, 鳶山登山步道
1668, 蓋淡坑遺址
1669, 店仔街福德宮
1670, 忠順廟
1671, 雙興百香果園
1672, 保佑宮
1673, 永安居
1674, 新板特區
1675, 法鼓山
1676, 錦和運動公園
1677, 尚登意民宿
1678, 臺北國史館
1679, 陽明山天籟渡假酒店
1680, 福容大飯店 福隆
1681, 淡水渡船頭
1682, 樹林樹德宮
1683, 蔡家洋樓
1684, 阿柔坑溪
1685, 大禮拜堂
1686, 淡水龍山寺
1687, 準園休閒農場
1688, 吉安宮
1689, 重新橋觀光市集
1690,金蘭醬油博物館
1691, 義興吊橋
1692, 大江國際購物中心
1693, 保甲古道
1694, 大溪木藝生態博物館武德殿
1695, 楓樹坑
1696, 大溪木藝生態博物館-四連棟
1697, 龍元宮商圈
1698, 耀輝牧場
1699, 石門水庫步道
1700, 大溪木藝生態博物館﹣藝師館
1701, 坑子溪休閒農業區
1702, 中壢老街溪步道
1703, 東和音樂體驗館
1704, 霄裡大池
1705, 小烏來天空繩橋
1706, 九斗休閒農場
1707, 老街溪水岸自行車道
1708, 憲光二村
1709, 大溪中正公園
1710, 中壢仁海宮
1711, 桃園光影文化館
1712, 青塘園
1713, 林家古厝休閒農場
1714, 桃園中正藝文特區商圈
1715, 赫威神木群
1716, 水濂洞
1717, 中平路故事館
1718, 秀才登山步道
1719, 桃園客家文化館
1720, 百吉林蔭步道
1721, 孔廟
1722, 八德三元宮
1723, 黑松飲料博物館
1724, 御成路古道
1725, 福人登山步道
1726, 三民蝙蝠洞
1727, 老K舒眠文化館
1728, GFun機能紡織生活館
1729, 桃園火車站前商圈
1730, 小人國
1731, 戀戀空港灣休閒農場
1732, 龍岡圖書館
1733, 溪口台地
1734, 泰雅故事公園
1735, 南崁溪水岸自行車道
1736, 台茂購物中心
1737, 雅聞魅力博覽館
1738, 蘆竹五福宮
1739, 大湳圖書館
1740, 馬祖新村眷村文創園區
1741, 虎頭山環保公園
1742, 拉拉山巨木群
1743, 宏亞巧克力共和國
1744, 觀音草漯沙丘
1745, 新屋綠色走廊
1746, 台塑企業文物館
1747, 桃園1-4號生態埤塘
1748, 觀音自行車道
1749, 老街溪河川教育中心
1750, 千郁休閒農場
1751, 憶聲電子文物館
1752, 石門水庫
1753, 慈湖陵寢
1754, 大園公園
1755, 養樂多工廠
1756, 小烏來天空步道
1757, 大溪埔頂公園
1758, 金車咖啡文教館
1759, 角板山行館
1760, 歐萊德綠建築總部
1761, 燃藜第紅樓
1762, 北橫公路自行車路線
1763, 觀新藻礁生態系野生動物保護區
1764, 大溪老茶廠
1765, 興仁夜市
1766, 大溪公會堂及蔣公行館
1767, 竹圍漁港
1768, 稻米故事館
1769, 大溪慈湖步道
1770, 環球購物中心桃園A8
1771, 羅馬公路自行車路線
1772, 108賴家休閒農場
1773, 桃園航空城願景館
1774, 風禾公園
1775, 桃園77藝文町
1776, 祥儀機器人夢工廠
1777, 大溪橋
1778, 太平洋自行車博物館
1779, 大古山休閒農業區
1780, 大古山步道
1781, 巴陵古道生態園區
1782, 大棟山登山步道
1783, 景福宮
1784, 大溪陵寢
1785, 新勢公園
1786, 水牛書店
1787, 羅浮部落獵人學校
1788, 桃蘆坑休閒農場
1789, 齋明寺古道
1790, 小烏來風景特定區
1791, 龍潭觀光夜市
1792, 迷宮巷-鳳飛飛故居
1793, 觀音濱海遊憩區
1794, 平鎮褒忠祠
1795, 三坑自然生態公園
1796, 石門山步道
1797, 福仁宮
1798, 新民老街
1799, 桃園市土地公文化館
1800, 南崁溪水岸公園
1801, 大溪河濱公園
1802, 新溪口吊橋
1803, 桃園防災教育館
1804, 圓光禪寺
1805, 舊百吉隧道
1806, 許厝港濕地
1807, 大慶洞
1808, 源友咖啡文化館
1809, 龍岡清真寺
1810, 眷村故事館
1811, 頭寮經國紀念館
1812, 圳頭里軍史公園
1813, 大園商圈
1814, 虎頭山公園
1815, 桃園市兒童美術館
1816, 好時節休閒農場 
1817, 蓮座山觀音寺
1818, 石門十一份
1819, 華泰名品城
1820, 八德茄苳霄裡陽光鐵馬道
1821, 樂信瓦旦紀念公園
1822, 五酒桶山步道
1823, 中平路商圈
1824, 蛋寶生技不老村
1825, 渴望園區
1826, 白沙岬燈塔
1827, 郭元益糕餅博物館
1828, 大溪齋明寺
1829, 原住民文化會館
1830, 中原商圈 
1831, 台灣高鐵桃園站
1832, 大溪老街
1833, 奧爾森林學堂
1834, A8藝文中心
1835, 比亞外部落
1836, 龍潭區佳安里
1837, 大溪木藝生態博物館-壹號館
1838, 龍岡國旗屋
1839, 羅浮橋
1840, 泉園休閒農場
1841, 泰雅小米園區
1842, 福源茶廠
1843, 新南老街
1844, 桃園光影電影館
1845, 國立體育大學
1846, 石門森林休閒農場
1847, 桃園國際機場
1848, 新街國小日式宿舍群
1849, 中壢藝術館
1850, 龍潭觀光大池
1851, 南僑桃園觀光體驗工廠
1852, 侏羅紀博物館
1853, 卡司‧蒂菈樂園
1854, 綠光森林
1855, 阿姆坪薑母島
1856, 台灣高鐵探索館
1857, 忠貞商圈
1858, 中壢六和商圈
1859, 龜山第一河濱公園
1860, 壽山巖觀音寺
1861, 永安北岸濱海遊憩區
1862, 溪海花卉園區
1863, 羊稠森林步道
1864, 坑口彩繪村
1865, 慈湖紀念雕塑公園
1866, 後慈湖
1867, 魅力金三角形象商圈
1868, 虎頭山公園全齡友善步道
1869, 茄苳里埤塘公園
1870, 三坑老街
1871, 富田香草休閒農場
1872, 光泉牛奶園地
1873, 巴陵橋_巴陵大橋_巴陵舊橋
1874, 龜山楓樹坑步道
1875, 大漢橋
1876, 桃園軌道願景館
1877, 葡萄王健康活力能量館
1878, 可口可樂世界
1879, 菱潭街興創基地
1880, 中壢觀光夜市
1881, 小粗坑古道
1882, 龍潭三水里茶園
1883, 中台環境教育資源中心
1884, 爺亨梯田
1885, 大艽芎古道
1886, 桃園忠烈祠暨神社文化園區
1887, 桃園慈護宮
1888, 永安漁港
1889, 桃園國際棒球場
1890, 桃園觀光夜市
1891, 甘泉寺
1892, 八德埤塘自然生態公園
1893, 龍岡森林公園
1894, 小木屋休閒農場
1895, 八德落羽松森林
1896, 李騰芳古宅
1897, 東眼山森林遊樂區
1898, 捷美休閒農場
1899, 義美食品生產．生態．生活廠區
1900, 桃園藝文廣場
1901, 中央大學
1902, 范姜老屋群
1903, 新屋百年石滬群
1904, 龍潭聖蹟亭
1905, 永續資源館
1906, 優霞雲瀑布
1907, 三龜戲水
1908, 大平紅橋
1909, 乳姑山
1910, 楓樹腳公園
1911, 德馨堂
1912, 長流當代美術館
1913, 蓮荷園休閒農場
1914, 青林農場
1915, 外社輕便車站
1916, 大溪普濟堂
1917, 羊世界牧場
1918, 雲南文化公園
1919, 富岡老街
1920, 彩韻廣場
1921, 桃園酒廠
1922, 慈湖遊客服務中心
1923, 溪口部落
1924, 角板山形象商圈
1925, 頭寮大池賞鳥
1926, 江記豆腐乳文化館
1927, 大溪月眉至龍潭三坑水岸觀光綠廊
1928, 龍情‧魔幻豆子主題館
1929,佛光洞
1930, 復興路海產小吃
1931, 基隆市原住民文化會館
1932, 基隆市史蹟館
1933, 北白川宮能久親王紀念碑
1934, 金龍湖
1935, 中法戰役陣亡戰士紀念碑
1936, 暖暖運動公園
1937, 元璋玻璃科技館
1938, 基隆廟口夜市
1939, 芳裕農場
1940, 基隆故事館
1941, 虎仔山步道
1942, 和平島天后宮
1943, 槓子寮砲台
1944, 社寮東砲台
1945, 茶花園
1946, 白米甕砲台
1947, 阿姆斯脫朗砲
1948, 大武崙黃昏市場
1949, 城隍廟
1950, 正濱漁港
1951, 愛六路形象商圈
1952, 市長官邸
1953, 扶輪塔
1954, 大牛稠山河居
1955, 盛德農莊
1956, 八斗子公園
1957, 暖東峽谷
1958, 暖暖親水公園
1959, 崁仔頂商圈
1960, 望幽谷
1961, 苓蘭生態農園
1962, 主普壇
1963, 大武崙砲台
1964, 佛手洞
1965, 奠濟宮
1966, 基隆嶼
1967, 海港大樓 
1968, 六堵險圳步道
1969, 文良休閒農場
1970, 二沙灣砲台
1971, 葉山藥園休閒農場
1972, 情人湖公園
1973, 義二路形象商圈
1974, 劉銘傳隧道
1975, 荖寮坑礦業生態園區
1976, 龍順觀光果園
1977, 大菁休閒農場
1978, 七堵火車站鐵道公園
1979, 龍崗步道
1980, 十方大覺寺
1981, 東岸商場
1982, 暖東苗圃
1983, 添財休閒農場
1984, 泰安市民農園
1985, 水產試驗所
1986, 泰安瀑布
1987, 基隆港
1988, 紅淡山步道
1989, 一太e衛浴觀光工廠
1990, 八斗子火車站
1991, 陽明海洋文化藝術館
1992, 國立海洋科技博物館
1993, 富民親水公園
1994, 尚農農園
1995, 獅球嶺砲台
1996, 獅球嶺平安宮
1997, 老大公廟
1998, 慶安宮
1999, 暖暖安德宮
2000, 七堵廟口市場美食圈
2001, 基隆福德宮
2002, 姜子寮山步道
2003, 基隆市議會
2004, 竹堡遺址
2005, 佛光山極樂寺
2006, 役政公園
2007, 月眉山靈泉禪寺
2008, 碧砂漁港
2009, 大佛禪院
2010, 仙洞巌
2011, 要塞司令部
2012, 暖暖水源農場
2013, 六堵代天府
2014, 暖暖雙生土地公廟
2015, 友蚋生態園區
2016, 清法戰爭紀念園區
2017, 大坪海岸
2018, 金明昌休閒農場
2019, 和平島天顯宮
2020, 和平島公園
2021, 築港殉職者紀念碑
2022, 阿根納造船廠
2023, 仁壽里無菸一條街
2024, 中正公園
2025, 百福運動公園
2026, 潮境公園
2027, 和平島觀光魚市大街
2028, 情人湖濱海大道
2029, 基隆海洋廣場
2030, 牛仔街
2031, 八斗子新豐街飲食商圈
2032, 永嘉景觀步道
2033, 淡蘭古道暖東舊道
2034,大洲分洪堰風景區
2035, 仁山苗圃
2036, 宜蘭設治紀念館
2037, 外澳沙灘
2038, 大溪蜜月灣
2039, 五十二甲賞鳥區
2040, 瘋狂夢想藝術園區-ROBERT Y 廢墟
2041, 辣椒文創館
2042, 梅花湖
2043, 砲台山
2044, 蘭陽溪口水鳥保護區
2045, 宜蘭文學館
2046, 草嶺古道
2047, 慶和橋津梅棧道
2048, 龍潭湖
2049, 蘇澳冷泉
2050, 蘇澳港
2051, 九芎流月
2052, 新長興樹記
2053, 羅東綜合體育場
2054, 結頭份大樹公
2055, 跑馬古道
2056, 猴洞坑瀑布
2057, 積木博物館
2058, 大湖風景區
2059, 北關農場
2060, 宜蘭大學
2061, 北關海濤
2062, 北成庄荷花形象館
2063, 梵梵溫泉
2064, 冬山河親水公園
2065, 羅東文化工場
2066, 竹安溪口水鳥保護區
2067, 東澳國小
2068, 龜山島
2069, 利澤簡養鴨中心
2070, 羅東文化中心極限運動場
2071, 宜蘭火車站
2072, 鴛鴦湖
2073, 林家古宅
2074, 宜蘭縣史館
2075, 內埤海灘
2076, 礁溪四圍堡車站-笑笑羊主題館
2077, 玉田弄獅．慈天宮
2078, 無尾港水鳥保護區
2079, 宜蘭縣旅遊服務中心
2080, 張公廟觀光夜市
2081, 三清宮
2082, 望龍埤
2083, 牛鬥苗圃
2084, 大溪漁港
2085, 幾米主題廣場
2086, 崩山湖果園
2087, 內城生態社區
2088, 宜蘭縣文化中心
2089, 金面大觀
2090, 金盈瀑布
2091, 頭城搶孤
2092, 窯烤山寨村
2093, 邱比準射擊博物館
2094, 外澳飛行傘基地
2095, 豆腐岬
2096, 樟仔園文化園區
2097, 新寮瀑布
2098, 中興文化創意園區
2099, 大南澳天后宮
2100, 林氏家廟
2101, 頭城休閒農場
2102, 泰雅大橋
2103, 羅東運動公園落羽松森林
2104, 莎貝莉娜精靈印畫學院
2105, 員山機堡
2106, 宜蘭餅觀光工廠
2107, 慈林紀念館
2108, 霞宮
2109, 呿呿噹森林
2110, 陳氏鑑湖堂
2111, 朝陽國家步道
2112, 南澳觀音海岸
2113, 太陽埤
2114, 金車礁溪蘭花園
2115, 太平山森林遊樂區
2116, 國立傳統藝術中心
2117, 明池森林遊樂區
2118, 神秘湖
2119, 南澳農場
2120, 礁溪龍潭湖畔悠活園區
2121, 南安國中漁史文物室
2122, 南湖大山
2123, 三元宮
2124, 寒溪探幽
2125, 宜蘭運動公園
2126, 石城縣界公園
2127, 玉兔鉛筆學校
2128, 思源啞口雲海
2129, 南方澳漁港
2130, 金車員山蘭花園 
2131, 石牌縣界公園
2132, 南澳綜合運動場
2133, 二結庄生活文化館
2134, 河東堂獅子博物館
2135, 礁溪溫泉
2136, 金車噶瑪蘭威士忌酒廠
2137, 思源埡口
2138, 鳩之澤溫泉
2139, 冬山風箏館
2140, 南澳火車站
2141, 樹木教育農場
2142, 礁溪高爾夫球場
2143, 枕山休閒農業區
2144, 草湖玉尊宮
2145, 猴硐瀑布
2146, 礁溪協天廟
2147, 蘇澳火車站
2148, 外澳濱海遊憩區
2149, 羅東車站
2150, 玉蘭休閒農業區
2151, 香格里拉休閒農場
2152, 宜蘭演藝廳
2153, 茂興懷舊步道
2154, 羅東農村文物陳列室
2155, 烏石魚港 
2156, 宜蘭孔子廟
2157, 獻馘碑
2158, 盧纘祥宅
2159, 中山休閒農業區
2160, 南門福德祠．財神龜
2161, 宜蘭壯圍過嶺保安宮
2162, 安農溪泛舟
2163, 沙林聽濤
2164, 朝陽山海生態村
2165, 慶元宮
2166, 永鎮海邊
2167, 大里遊客服務中心
2168, 潭酵天地觀光工廠
2169, 羅東運動公園
2170, 南澳生態教育館
2171, 尚德村河濱公園
2172, 亞典果子工場．蛋糕密碼館
2173, 北門福德祠
2174, 金棗文化館
2175, 羅東中山公園
2176, 員山忠烈祠
2177, 天主堂
2178, 甲子蘭酒文物館
2179, 石燭凝翠
2180,金面瀑布)
2181, 鼻仔頭公園
2182, 烏石鼻海岸
2183, 南澳北溪
2184, 翠峰湖
2185, 宜蘭昭應宮
2186, 宜蘭縣自然史教育館
2187, 東澳灣‧粉鳥林漁港
2188, 濱海自行車道
2189, 安農溪分洪堰風景區
2190, 武暖石板橋
2191, 珊瑚法界藝術館
2192, 幸福轉運站
2193, 頭城海水浴場
2194, 羅東鎮立圖書館
2195, 大進休閒農業區
2196, 湯圍溝溫泉公園
2197, 頭城火車站
2198, 南方澳南天宮
2199, 南澳南溪
2200, 台灣戲劇館
2201, 三星公園
2202, 員山公園
2203, 仁山植物園
2204, 雙連埤
2205, 舊宜蘭監獄署
2206, 朝陽漁港
2207, 無尾港
2208, 澳花瀑布
2209, 武淵水火同源
2210, 菌寶貝博物館
2211, 桃源谷
2212, 上新花園
2213, 丸山遺址
2214, 蘭陽博物館
2215, 東港濱海公園
2216, 萬長春圳公園
2217, 東岳湧泉公園
2218, 松羅湖
2219, 羅堤督開路碑
2220, 南方澳陸連島
2221, 利生醫院
